index,url,price,make,model,variant,reg,previous-owners,mpg,colour,interior-colour,exterior-colour,doors,fuel-type,bodystyle,mileage,engine-size,transmission
9,https://www.namauto.com/cars/10291863-land-rover-discovery-sport-2.0-d-se-177-kw/,"N$ 489,900 ",Land Rover,Discovery Sport,2.0D SE (177KW),10SEL88330,1,N/A,White,N/A,white,5,Diesel,SUV,"47,000 km",2 l,Automatic
10,https://www.namauto.com/cars/9553331-audi-a4-2.0-tdi-se-multitronic/,"N$ 495,000 ",Audi,A4,2.0 TDI SE MULTITRONIC,PREOWNED,1,N/A,Silver,Black,Silver,4,Diesel,Sedan,"26,800 km",2 l,Automatic
11,https://www.namauto.com/cars/10065553-ford-tourneo-custom-2.2-tdci-ambiente-lw/,"N$ 495,000 ",Ford,Tourneo,CUSTOM 2.2TDCi AMBIENTE LW,10UCA84409,1,N/A,Silver,N/A,silver,5,Diesel,MINIBUS,"27,000 km",2.2 l,Manual
12,https://www.namauto.com/cars/9679855-ford-focus-rs-2.3-ecosboost-awd-5-dr/,"N$ 499,900 ",Ford,Focus,RS 2.3 ECOSBOOST AWD 5Dr,10UCA84797,1,N/A,Blue,BLACK,BLUE,5,Petrol,Hatchback,"20,000 km",2.3 l,Manual
13,https://www.namauto.com/cars/9720588-jeep-cherokee-2.4-longitude/,"N$ 499,900 ",Jeep,Cherokee,2.4 LONGITUDE,JEEPCHEROK,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,2.4 l,Automatic
14,https://www.namauto.com/cars/10123389-audi-a6-2.0-tdi-stronic/,"N$ 499,900 ",Audi,A6,2.0 TDi STRONIC,PREOWNED,1,N/A,White,Black,White,4,Diesel,Sedan,"23,800 km",2 l,Automatic
15,https://www.namauto.com/cars/10394892-nissan-navara-2.3-d-le-4-x4-a-t-p-u-d-c/,"N$ 499,900 ",Nissan,Navara,2.3D LE 4X4 A/T P/U D/C,N1020KH,1,N/A,White,N/A,WHITE,4,Diesel,Bakkie Double Cab,"76,000 km",2.3 l,Automatic
16,https://www.namauto.com/cars/10400200-ford-ranger-3.2-tdci-xlt-4-x4-p-u-d-c/,"N$ 499,900 ",Ford,Ranger,3.2TDCI XLT 4X4 P/U D/C,20UCA52285,1,N/A,White,BLACK,WHITE,4,Diesel,Bakkie Double Cab,"22,000 km",3.2 l,Manual
17,https://www.namauto.com/cars/10430241-toyota-fortuner-2.8-gd-6-4-x4/,"N$ 499,900 ",Toyota,Fortuner,2.8GD-6 4X4,10UCA16616,1,N/A,Silver,N/A,silver,5,Diesel,SUV,"31,700 km",2.8 l,Manual
18,https://www.namauto.com/cars/10447582-volkswagen-t6-2.0-bi-tdi-132-kw-dsg/,"N$ 499,900 ",Volkswagen,T6,2.0BiTDi 132KW DSG,PREOWNED,1,N/A,Silver,Grey,Silver,2,Diesel,Bakkie Double Cab,"42,000 km",2 l,N/A
19,https://www.namauto.com/cars/10203151-mercedes-benz-gla-220-cdi-4-matic/,"N$ 512,000 ",MERCEDES BENZ,GLA,220 CDI 4MATIC,USED,1,20.0 KPL,Blue,Dinamica Artico,Canvasite Blue,5,Diesel,SUV,"55,500 km",2.1 l,Automatic
20,https://www.namauto.com/cars/9737883-ford-everest-3.2-xlt-4-x4/,"N$ 515,000 ",Ford,EVEREST,3.2 XLT 4X4,VVR,1,N/A,White,Black,White,5,Diesel,SUV,"33,000 km",3.2 l,Automatic
21,https://www.namauto.com/cars/10420909-toyota-hilux-2.8-gd-6-raider-4-x4-a-t-p-u-d-c/,"N$ 519,900 ",Toyota,Hilux,2.8 GD-6 RAIDER 4X4 A/T P/U D/C,USED,1,N/A,Grey,Black,Grey,4,Diesel,Bakkie Double Cab,"49,000 km",2.8 l,Automatic
22,https://www.namauto.com/cars/8434602-mitsubishi-outlander-2.4-gls-exceed/,"N$ 519,995 ",Mitsubishi,Outlander,2.4 GLS EXCEED,NEW,N/A,N/A,White,N/A,white,5,Petrol,SUV,30 km,2.4 l,Automatic
23,https://www.namauto.com/cars/10197074-toyota-land-cruiser-prado-prado-tx-3.0-d-a-t/,"N$ 530,000 ",Toyota,Land Cruiser Prado,PRADO TX 3.0D A/T,BURGER,1,N/A,White,BLACK,White,5,Diesel,SUV,"101,000 km",3 l,Automatic
0,https://www.namauto.com/cars/10200759-bmw-3-series-320-d-m-sport-shadow/,"N$ 530,000 ",BMW,3 Series,320D M Sport Shadow,ENSSLE,1,N/A,Black,Venetian Beige,Sapphire - Black,4,Petrol,Sedan,"8,200 km",2 l,Automatic
1,https://www.namauto.com/cars/10445603-volkswagen-tiguan-1.4-tsi-comfortline-dsg-110-kw/,"N$ 534,900 ",Volkswagen,Tiguan,1.4 TSI COMFORTLINE DSG (110KW),STOCK,N/A,N/A,Grey,Black,N/A,5,Petrol,SUV,15 km,1.4 l,Automatic
2,https://www.namauto.com/cars/9730996-alfa-romeo-giulia-giulia-2.0-t/,"N$ 537,900 ",Alfa Romeo,Giulia,Giulia 2.0T,GIULIABASE,N/A,N/A,White,BLACK,WHITE,4,Petrol,Sedan,"14,000 km",2 l,Automatic
3,https://www.namauto.com/cars/10429735-volkswagen-tiguan-allspace-2.0-tsi-c-line-4-mot-dsg-132-kw/,"N$ 546,000 ",Volkswagen,Tiguan Allspace,2.0 TSI C/LINE 4MOT DSG(132KW),NEW,N/A,N/A,Grey,N/A,N/A,5,Petrol,SUV,15 km,2 l,Automatic
4,https://www.namauto.com/cars/9501271-volkswagen-arteon-2.0-tsi-r-line-4-m-dsg/,"N$ 559,000 ",Volkswagen,Arteon,2.0 TSI R-LINE 4M DSG,USED,1,N/A,Silver,N/A,silver,5,Petrol,Fastback,"20,000 km",2 l,Automatic
5,https://www.namauto.com/cars/9486628-volkswagen-arteon-2.0-tsi-r-line-4-m-dsg/,"N$ 559,900 ",Volkswagen,Arteon,2.0 TSI R-LINE 4M DSG,MASTERCARS,1,N/A,Bronze,black,Pyrite Silver,5,Petrol,Fastback,"20,500 km",2 l,Automatic
6,https://www.namauto.com/cars/10222391-bmw-x5-x-drive30d-f15-sav/,"N$ 565,000 ",BMW,X5,xDRIVE30d (F15) SAV,LOCH,1,N/A,White,Black,White,5,Diesel,SUV,"59,000 km",3 l,Automatic
7,https://www.namauto.com/cars/10367513-land-rover-discovery-4-3.0-td-sd-v6-se/,"N$ 570,000 ",Land Rover,Discovery,4 3.0 TD/SD V6 SE,DUFFY,1,N/A,White,BLACK,White,5,Diesel,SUV,"79,000 km",3 l,Automatic
8,https://www.namauto.com/cars/9738080-mercedes-benz-a-class-a-250-sport/,"N$ 585,000 ",MERCEDES BENZ,A Class,A 250 SPORT,DEMO,1,N/A,White,Artico / Dynamica Black,Polar White,5,Petrol,Hatchback,"6,900 km",2 l,Automatic
9,https://www.namauto.com/cars/9774752-mercedes-benz-c-class-c180-avantgarde/,"N$ 590,000 ",MERCEDES BENZ,C Class,C180 AVANTGARDE,DEMO,N/A,6.5 KPL,White,Artico Black,Polar White,4,Petrol,Sedan,"8,700 km",1.6 l,Automatic
10,https://www.namauto.com/cars/9918590-jeep-compass-2.4-limited/,"N$ 590,000 ",Jeep,Compass,2.4 LIMITED,NEW,N/A,9.5 KPL,Grey,Black,MAGNESIO GREY / BLACK ROOF,5,Petrol,SUV,22 km,2.4 l,Manual
11,https://www.namauto.com/cars/9726461-jeep-compass-2.4-trailhawk-4-x4/,"N$ 599,900 ",Jeep,Compass,2.4 TRAILHAWK 4X4,TRAILHAWK,N/A,N/A,Silver,BLACK,SILVER,5,Petrol,SUV,N/A,2.4 l,Automatic
12,https://www.namauto.com/cars/8434546-mitsubishi-pajero-2.4-sport-8spd-4x4/,"N$ 599,995 ",Mitsubishi,Pajero,2.4 Sport 8spd 4x4,NEW,N/A,N/A,White,N/A,white,N/A,Petrol,SUV,30 km,N/A,Automatic
13,https://www.namauto.com/cars/10065698-mitsubishi-triton-triton-2.4-di-d-double-cab-4x4-auto/,"N$ 599,995 ",Mitsubishi,TRITON,Triton 2.4DI-D double cab 4x4 auto,NEW,N/A,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,N/A,2.4 l,Automatic
14,https://www.namauto.com/cars/10013160-mercedes-benz-cla-200-a-t/,"N$ 618,000 ",MERCEDES BENZ,CLA,200 A/T,NEW,N/A,N/A,White,Black,Polar White,4,Petrol,Sedan,15 km,1.6 l,Automatic
15,https://www.namauto.com/cars/10287288-volkswagen-t6-caravelle-2.0-bi-tdi-comfortline/,"N$ 619,900 ",Volkswagen,T6,CARAVELLE 2.0 BiTDi COMFORTLINE,PREOWNED,1,N/A,Beige,Black,Beige,5,Diesel,MINIBUS,"64,500 km",2 l,Automatic
16,https://www.namauto.com/cars/10007901-volkswagen-t6-caravelle-2.0-bi-tdi-comfortline/,"N$ 629,900 ",Volkswagen,T6,CARAVELLE 2.0 BiTDi COMFORTLINE,PREOWNED,1,N/A,Beige,Black,Beige,5,Diesel,MINIBUS,"64,500 km",2 l,Automatic
17,https://www.namauto.com/cars/10260057-audi-q7-3.0-tdi-v6-quattro/,"N$ 639,900 ",Audi,Q7,3.0 TDI V6 QUATTRO,PREOWNED,1,N/A,Silver,N/A,Silver,5,Diesel,SUV,"90,000 km",3 l,Automatic
18,https://www.namauto.com/cars/10291880-jaguar-xe-2.0-d-prestige/,"N$ 639,900 ",Jaguar,XE,2.0D PRESTIGE,10LDE25504,1,N/A,Silver,N/A,silver,4,Diesel,Sedan,650 km,2 l,Automatic
19,https://www.namauto.com/cars/9816565-mercedes-benz-m-class-ml-500-be-4-matic/,"N$ 649,900 ",MERCEDES BENZ,M Class,ML 500 BE 4-Matic,USED,1,N/A,Silver,Black,Silver,5,Petrol,SUV,"51,000 km",4.7 l,Automatic
20,https://www.namauto.com/cars/9737627-mercedes-benz-e-class-e-200-avantgarde/,"N$ 650,000 ",MERCEDES BENZ,E Class,E 200 AVANTGARDE,DEMO,1,N/A,Grey,Hazel / Blk Leather,Selenite Grey,4,Petrol,Sedan,"33,000 km",2 l,Automatic
21,https://www.namauto.com/cars/9765885-jaguar-xf-2.0-r-sport-117k-w/,"N$ 650,000 ",Jaguar,XF,2.0 R SPORT (117kW),JAGUAR,N/A,N/A,Bronze,BLACK,bronze,4,Diesel,Sedan,1 km,2 l,Automatic
22,https://www.namauto.com/cars/9720866-jeep-compass-2.4-trailhawk-4-x4/,"N$ 655,900 ",Jeep,Compass,2.4 TRAILHAWK 4X4,TRAILHAWK,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,2.4 l,Automatic
23,https://www.namauto.com/cars/10445565-volkswagen-amarok-2.0-bitdi-highline-plus-132-kw-4-mot-a-t-d-c-p-u/,"N$ 656,000 ",Volkswagen,Amarok,2.0 BITDI HIGHLINE PLUS 132KW 4MOT A/T D/C P/U,STOCK,N/A,N/A,White,Black/ Grey,N/A,4,Diesel,Bakkie Double Cab,15 km,2 l,Automatic
0,https://www.namauto.com/cars/9730990-alfa-romeo-giulia-giulia-2.0-t-super/,"N$ 656,900 ",Alfa Romeo,Giulia,Giulia 2.0T Super,GIULIASUPE,N/A,N/A,White,BLACK,WHITE,4,Petrol,Sedan,N/A,2 l,Automatic
1,https://www.namauto.com/cars/10291871-jaguar-xe-2.0-prestige-a-t/,"N$ 659,900 ",Jaguar,XE,2.0 PRESTIGE A/T,10FDE03901,1,N/A,Silver,N/A,silver,4,Petrol,Sedan,500 km,2 l,Automatic
2,https://www.namauto.com/cars/9614624-jeep-grand-cherokee-3.6-overland/,"N$ 660,900 ",Jeep,Grand Cherokee,3.6 OVERLAND,DEMOHZG,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,"25,000 km",3.6 l,Automatic
3,https://www.namauto.com/cars/8434611-mitsubishi-pajero-di-d-3-dr-3200/,"N$ 669,995 ",Mitsubishi,Pajero,DI-D 3Dr 3200,NEW,N/A,N/A,White,N/A,white,3,N/A,Station Wagon,30 km,3.2 l,N/A
4,https://www.namauto.com/cars/10390434-lexus-rc-350-f-sport-v6/,POA ,Lexus,Rc,350 F- SPORT V6,CHAD,1,N/A,Red,Grey,Red,2,Petrol,Coupe,"8,500 km",3.5 l,Automatic
5,https://www.namauto.com/cars/10163921-nissan-navara-navara-2.3-d-double-cab-4x4-le-auto-stealth/,POA ,Nissan,Navara,Navara 2.3D double cab 4x4 LE auto Stealth,NAVARASTEA,N/A,N/A,White,Black/Grey/Orange,white,4,Diesel,Bakkie Double Cab,N/A,2.3 l,Automatic
6,https://www.namauto.com/cars/10065564-ford-everest-3.2-xlt-4-x4/,"N$ 689,900 ",Ford,EVEREST,3.2 XLT 4X4,10DEM,1,N/A,Silver,N/A,silver,5,Diesel,SUV,"4,000 km",3.2 l,Automatic
7,https://www.namauto.com/cars/10433409-bmw-4-series-m4-convertible-m-dct-f83-2014-1-242-016-0-2015-262-916-2016-363-362/,"N$ 715,000 ",BMW,4 Series,M4 CONVERTIBLE M-DCT (F83) 2014 1 242 016 - 0 2015 262 916 2016 363 362,FERREIRA,1,N/A,White,Red,White,2,Petrol,Cabriolet,"50,000 km",3 l,Automatic
8,https://www.namauto.com/cars/9615558-jeep-grand-cherokee-3.0-l-v6-crd-o-land/,"N$ 725,900 ",Jeep,Grand Cherokee,3.0L V6 CRD O/LAND,GRANDCHERO,N/A,N/A,White,BLACK,WHITE,5,Diesel,SUV,"45,000 km",3 l,Automatic
9,https://www.namauto.com/cars/10291853-land-rover-range-rover-evoque-evoque-2.0-hse-dynamic/,"N$ 749,900 ",Land Rover,Range Rover Evoque,EVOQUE 2.0 HSE DYNAMIC,10LDE33425,N/A,N/A,Grey,N/A,grey,5,Petrol,SUV,"23,000 km",2 l,Automatic
10,https://www.namauto.com/cars/10291883-jaguar-xf-2.0-d-r-sport-high/,"N$ 749,900 ",Jaguar,XF,2.0D R SPORT HIGH,10JDE27066,N/A,N/A,Grey,N/A,grey,4,Diesel,Sedan,450 km,2 l,Automatic
11,https://www.namauto.com/cars/9765825-land-rover-evoque-2.0-si4-hse-dynamic/,"N$ 750,000 ",Land Rover,EVOQUE,2.0 Si4 HSE DYNAMIC,LANDROVER,N/A,N/A,Grey,BLACK,grey,5,Petrol,SUV,"15,000 km",2 l,Automatic
12,https://www.namauto.com/cars/9615614-jeep-grand-cherokee-3.6-l-laredo/,"N$ 767,000 ",Jeep,Grand Cherokee,3.6L LAREDO,LAREDONEW,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,3.6 l,Automatic
13,https://www.namauto.com/cars/9775881-mercedes-benz-c-class-c200-cabrio-2016-721-522-0/,"N$ 767,000 ",MERCEDES BENZ,C Class,C200 CABRIO 2016 721 522 - 0,USED,1,6.6 KPL,White,Saddle Brown,Diamond White,2,Petrol,Cabriolet,"16,300 km",2 l,Automatic
14,https://www.namauto.com/cars/8434622-mitsubishi-pajero-3.2-di-dc-gls/,"N$ 769,995 ",Mitsubishi,Pajero,3.2 Di-Dc GLS,NEW,N/A,N/A,White,N/A,white,3,Diesel,SUV,30 km,3.2 l,Automatic
15,https://www.namauto.com/cars/10396551-volkswagen-golf-vii-2.0-tsi-r-dsg/,POA ,Volkswagen,Golf,VII 2.0 TSI R DSG,NEW,N/A,N/A,Blue,N/A,N/A,5,Petrol,Hatchback,15 km,2 l,Automatic
16,https://www.namauto.com/cars/9875990-land-rover-evoque-2.0-si4-hse-dynamic/,"N$ 799,900 ",Land Rover,EVOQUE,2.0 Si4 HSE DYNAMIC,10SEL33425,1,N/A,Grey,N/A,grey,5,Petrol,SUV,"9,000 km",2 l,Automatic
17,https://www.namauto.com/cars/9730347-jeep-grand-cherokee-3.0-crd-laredo/,"N$ 850,000 ",Jeep,Grand Cherokee,3.0 CRD LAREDO,LAREDONEW,N/A,N/A,Grey,BLACK,GREY,5,Diesel,SUV,N/A,3 l,Automatic
18,https://www.namauto.com/cars/9765870-jaguar-xe-3.0-s-charged-v6-s-280k-w/,"N$ 850,000 ",Jaguar,XE,3.0 S/CHARGED V6 S (280kW),JAGUAR,N/A,N/A,Red,BLACK,red,4,Petrol,Sedan,"25,000 km",3 l,Automatic
19,https://www.namauto.com/cars/9593576-mercedes-benz-g-class-c43-4-matic/,"N$ 858,000 ",Mercedes-Benz,G Class,C43 4MATIC,DEMO,1,N/A,Brown,Grey Leather,Citrin brown,4,Petrol,SUV,"11,900 km",5.5 l,Automatic
20,https://www.namauto.com/cars/9730982-alfa-romeo-stelvio-2.0-t-first-edition/,"N$ 865,900 ",Alfa Romeo,Stelvio,2.0T FIRST EDITION,STELVIOFE,N/A,N/A,Grey,BLACK,GREY,5,Petrol,SUV,"19,000 km",2 l,Automatic
21,https://www.namauto.com/cars/9770875-land-rover-range-rover-sport-4.4-sdv8-hse-dyna/,"N$ 890,000 ",Land Rover,Range Rover,SPORT 4.4 SDV8 HSE DYNA,10SEL38201,1,N/A,Silver,N/A,silver,5,Diesel,SUV,"81,000 km",4.4 l,Automatic
22,https://www.namauto.com/cars/9770916-land-rover-range-rover-4.4-sd-v8-vogue-se/,"N$ 950,000 ",Land Rover,Range Rover,4.4 SD V8 VOGUE SE,10SEL39492,1,N/A,White,N/A,white,5,Diesel,SUV,"86,000 km",4.4 l,Automatic
23,https://www.namauto.com/cars/9765857-jaguar-f-pace-3.0-v6-s-charge-s-280k-w/,"N$ 975,000 ",Jaguar,F-pace,3.0 V6 S/CHARGE S (280kW),JAGUAR,N/A,N/A,White,BLACK,white,5,Petrol,SUV,1 km,3 l,Automatic
0,https://www.namauto.com/cars/10355868-great-wall-h5-2.4-city/,"N$ 149,000 ",Great Wall,H5,2.4 CITY,73,1,N/A,Black,black,white,5,Petrol,SUV,"57,000 km",2.4 l,Manual
1,https://www.namauto.com/cars/10375399-toyota-avanza-1.5-sx/,"N$ 149,000 ",Toyota,AVANZA,1.5 SX,95,1,N/A,Black,black,white,5,Petrol,MPV,"77,400 km",1.5 l,Manual
2,https://www.namauto.com/cars/9042039-honda-ballade-1.5-trend/,"N$ 149,900 ",Honda,Ballade,1.5 TREND,USED,1,N/A,Brown,BLACK,Urban Titanium,4,Petrol,Sedan,"47,000 km",1.5 l,Manual
3,https://www.namauto.com/cars/9462134-datsun-go-1.2-mid/,"N$ 149,900 ",Datsun,GO,1.2 MID,NEW,N/A,N/A,Orange,N/A,orange,5,Petrol,Hatchback,1 km,1.2 l,Manual
4,https://www.namauto.com/cars/10080144-gwm-h5-2.4/,"N$ 149,900 ",GWM,H5,2.4,N3020OJ,1,N/A,White,Grey,TITANIUM WHITE,5,Petrol,SUV,"57,000 km",2.4 l,Manual
5,https://www.namauto.com/cars/10394176-toyota-avanza-1.5-sx-a-t/,"N$ 149,900 ",Toyota,AVANZA,1.5 SX A/T,CONSIGNMEN,1,N/A,White,Grey,White,5,Petrol,MPV,"90,500 km",1.5 l,Automatic
6,https://www.namauto.com/cars/10409603-volkswagen-polo-vivo-1.6-maxx-5-dr/,"N$ 149,900 ",Volkswagen,POLO VIVO,1.6 MAXX 5DR,MOOLMAN,1,N/A,Silver,BLACK,SILVER,5,Petrol,Hatchback,"60,000 km",1.6 l,Manual
7,https://www.namauto.com/cars/10431120-ford-tourneo-connect-1.0-amb/,"N$ 149,900 ",Ford,Tourneo,CONNECT 1.0 AMB,65,2,N/A,Black,black,white,5,Petrol,MPV,"93,000 km",1 l,Manual
8,https://www.namauto.com/cars/9333404-renault-duster-1.5-d-ci-dynamique/,"N$ 149,995 ",Renault,Duster,1.5 dCI DYNAMIQUE,USED,1,N/A,Red,Black,Red,5,Diesel,SUV,"168,654 km",1.5 l,Manual
9,https://www.namauto.com/cars/10122340-renault-kwid-1.0-climber-5-dr/,"N$ 149,995 ",Renault,Kwid,1.0 CLIMBER 5DR,USED,1,N/A,Grey,Black,Grey,5,Petrol,Hatchback,"3,822 km",1 l,Manual
10,https://www.namauto.com/cars/10230006-lexus-ls-460/,POA ,Lexus,LS,460,CONSIGNMEN,1,N/A,Green,Beige,Dark - Green,4,Petrol,Sedan,"85,000 km",4.6 l,Automatic
11,https://www.namauto.com/cars/7169600-renault-kwid-1.0-dynamique-with-abs/,"N$ 152,375 ",Renault,Kwid,1.0 Dynamique with ABS,NEW,N/A,15.0 KPL,Silver,Black and Red,silver,5,Petrol,Hatchback,1 km,1 l,Manual
12,https://www.namauto.com/cars/10168895-toyota-corolla-quest-1.6/,"N$ 153,000 ",Toyota,Corolla Quest,1.6,USED,2,N/A,Silver,N/A,silver,4,Petrol,Sedan,"52,000 km",1.6 l,Manual
13,https://www.namauto.com/cars/7629679-datsun-go-1.2-7-seat/,"N$ 153,627 ",Datsun,GO +,1.2 (7 SEAT),NEW,N/A,N/A,Red,Black,red,5,Petrol,Panel Van,1 km,1.2 l,Manual
14,https://www.namauto.com/cars/8686588-nissan-sentra-1.6-acenta-1.6-petrol-manual/,"N$ 154,900 ",Nissan,Sentra 1.6 Acenta,1.6 Petrol Manual,PREOWNED,1,N/A,White,Black,White,4,Petrol,Sedan,"71,500 km",1.6 l,Manual
15,https://www.namauto.com/cars/10079841-kia-picanto-1.2-style/,"N$ 154,995 ",Kia,Picanto,1.2 Style,DEMO,1,N/A,Red,BLACK,RED,5,Petrol,Hatchback,"18,500 km",1.2 l,Manual
16,https://www.namauto.com/cars/9854090-toyota-corolla-quest-1.6/,"N$ 155,000 ",Toyota,Corolla Quest,1.6,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"45,000 km",1.6 l,Manual
17,https://www.namauto.com/cars/9854123-toyota-corolla-quest-1.6/,"N$ 155,000 ",Toyota,Corolla Quest,1.6,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"42,000 km",1.6 l,Manual
18,https://www.namauto.com/cars/9018535-renault-kwid-kwid-1.0-dynamique/,"N$ 155,376 ",Renault,Kwid,Kwid 1.0 Dynamique,NEW,N/A,N/A,Blue,BLACK & ORANGE,BLUE,5,Petrol,Hatchback,30 km,1 l,Manual
19,https://www.namauto.com/cars/6984649-honda-brio-trend-5-door/,"N$ 158,000 ",Honda,BRIO,Trend 5-Door,NEW,N/A,N/A,Blue,Crystal Black Pearl,Energetic Blue Metallic,5,Petrol,Hatchback,N/A,1.2 l,Manual
20,https://www.namauto.com/cars/9377906-toyota-corolla-1.6-gl/,POA ,Toyota,Corolla,1.6 GL,USED,1,N/A,Red,Grey,Red,4,N/A,Sedan,"175,739 km",1.6 l,N/A
21,https://www.namauto.com/cars/10410429-toyota-corolla-quest-1.6/,"N$ 159,000 ",Toyota,Corolla Quest,1.6,KHUPHE,1,N/A,White,Grey,White,4,Petrol,Sedan,"45,800 km",1.6 l,Manual
22,https://www.namauto.com/cars/10429906-honda-crv-2.0-comfort-automatic/,"N$ 159,000 ",Honda,CRV 2.0 Comfort Automatic,USED,1,N/A,Grey,N/A,Grey,5,Petrol,5 DOOR SUV,"169,000 km",2 l,Automatic,
23,https://www.namauto.com/cars/7829602-datsun-go-lux-p-van/,"N$ 159,833 ",Datsun,GO +,Lux P/Van,NEW,N/A,14.0 KPL,White,Black,white,5,Petrol,Panel Van,1 km,1.2 l,Manual
0,https://www.namauto.com/cars/9462175-datsun-go-1.2-7-seat/,"N$ 159,900 ",Datsun,GO +,1.2 (7 SEAT),NEW,N/A,16.0 KPL,Bronze,BLACK,bronze,5,Petrol,Panel Van,1 km,1.2 l,Manual
1,https://www.namauto.com/cars/10317660-renault-duster-1.6-dynamique/,"N$ 159,900 ",Renault,Duster,1.6 DYNAMIQUE,N3982WB,N/A,N/A,White,N/A,WHITE,5,Petrol,SUV,"54,884 km",1.6 l,Manual
2,https://www.namauto.com/cars/10345903-ford-fiesta-st-1.6-ecoboost-gdti/,"N$ 159,900 ",Ford,Fiesta,ST 1.6 ECOBOOST GDTi,15,2,N/A,Multi-colour,Grey,Burnt Orange,3,Petrol,Hatchback,"83,000 km",1.6 l,Manual
0,https://www.namauto.com/cars/10421960-audi-q7-3.0-tdi-v6-quattro/,"N$ 995,000 ",Audi,Q7,3.0 TDI V6 QUATTRO,PREOWNED,1,N/A,White,Black,White,5,Diesel,SUV,"5,500 km",3 l,Automatic
1,https://www.namauto.com/cars/10425308-audi-q7-3.0-tdi-v6-quattro/,"N$ 995,000 ",Audi,Q7,3.0 TDI V6 QUATTRO,PREOWNED,1,N/A,White,Black,White,5,Diesel,SUV,"5,500 km",3 l,Automatic
2,https://www.namauto.com/cars/10445380-volkswagen-california-t6-coast-2.0-bitdi-4-mot-dsg/,POA ,Volkswagen,California,T6  COAST 2.0 BITDI 4MOT DSG,STOCK,N/A,N/A,Bronze,Grey,N/A,4,Diesel,MPV,15 km,2 l,Automatic
3,https://www.namauto.com/cars/10291898-jaguar-f-pace-3.0-d-awd/,"N$ 1,088,535 ",Jaguar,F-pace,3.0D AWD,10LDE42462,1,N/A,Silver,N/A,silver,5,Diesel,SUV,650 km,3 l,Automatic
4,https://www.namauto.com/cars/10291916-jaguar-f-pace-3.0-v6-s-c-awd-s-280-kw/,"N$ 1,166,875 ",Jaguar,F-pace,3.0 V6 S/C AWD S (280KW),10LDE42853,N/A,N/A,Gold,N/A,gold,5,Petrol,SUV,650 km,3 l,Automatic
5,https://www.namauto.com/cars/10291922-land-rover-discovery-3.0-td6-s/,"N$ 1,199,900 ",Land Rover,Discovery,3.0 TD6 S,10LDE67320,N/A,N/A,White,N/A,white,5,Diesel,SUV,860 km,3 l,Automatic
6,https://www.namauto.com/cars/10181154-mercedes-amg-g-class-amg-g63/,"N$ 1,850,000 ",Mercedes-AMG,G-Class,AMG G63,USED,1,13.8 KPL,White,Black,White,5,Petrol,SUV,"16,500 km",4 l,Automatic
7,https://www.namauto.com/cars/9730511-jeep-grand-cherokee-srt8-trackhawk/,"N$ 2,200,000 ",Jeep,Grand Cherokee,SRT8 TRACKHAWK,TRACKHAWK,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,6.1 l,Automatic
8,https://www.namauto.com/cars/10291868-land-rover-range-rover-5.0-v8-autobiograph/,"N$ 2,735,881 ",Land Rover,Range Rover,5.0 V8 AUTOBIOGRAPH,10LDE42705,1,N/A,Red,N/A,red,5,Petrol,SUV,"1,000 km",5 l,Automatic
9,https://www.namauto.com/cars/10431029-kia-picanto-1.1-striker/,"N$ 59,900 ",Kia,Picanto,1.1 STRIKER,THIRION,1,N/A,White,BLACK,WHITE,5,Petrol,Hatchback,"85,000 km",1.1 l,Manual
10,https://www.namauto.com/cars/9377909-mazda-demio-1.3-petrol/,POA ,Mazda,Demio,1.3 Petrol,USED,1,N/A,Red,Multi-Colour,Red,5,Petrol,Hatchback,"50,000 km",1.3 l,Automatic
11,https://www.namauto.com/cars/9377999-suzuki-jimny-660-cc-petrol/,POA ,Suzuki,Jimny,660 cc Petrol,USED,1,N/A,Blue,Black,Blue,3,Petrol,3 DOOR SUV,"53,293 km",0.7 l,Automatic
12,https://www.namauto.com/cars/9360197-fiat-linea-1.4-emotion/,"N$ 70,000 ",Fiat,LINEA,1.4 EMOTION,USED,1,N/A,White,Black,White,4,Petrol,Sedan,"82,000 km",1.4 l,Manual
13,https://www.namauto.com/cars/9378163-nissan-tiida-latio-1.5-petrol/,POA ,Nissan,Tiida Latio,1.5 Petrol,USED,1,N/A,Silver,Grey,Silver,4,Petrol,Sedan,"78,500 km",1.5 l,Automatic
14,https://www.namauto.com/cars/9918799-hunter-series-mobile-cold-room-diamond-hunter-series-cooler-freezer-unit/,"N$ 70,100 ",Hunter Series Mobile ColdRoom,Diamond Hunter Series,Cooler Freezer Unit,TRAILER,1,N/A,White,White,White,1,Petrol,Offroad Camping Safari Trailer,"1,000 km",N/A,Not Available
15,https://www.namauto.com/cars/10443842-ford-figo-1.4-ambiente/,"N$ 75,000 ",Ford,Figo,1.4 AMBIENTE,USED,1,N/A,Red,BLACK,RED,5,Petrol,Hatchback,"141,000 km",1.4 l,Manual
